beat 0	0.5750000000000000
beat 1	1.5019988412514484
beat 2	2.4289976825028967
beat 3	3.355996523754346
beat 4	4.282995365005794
beat 5	5.209994206257242
beat 6	6.136993047508692
beat 7	7.06399188876014
beat 8	7.990990730011588
beat 9	8.917989571263035
beat 10	9.844988412514484
beat 11	10.771987253765932
beat 12	11.698986095017382
beat 13	12.62598493626883
beat 14	13.552983777520279
beat 15	14.479982618771727
beat 16	15.406981460023175
beat 17	16.333980301274625
beat 18	17.26097914252607
beat 19	18.18797798377752
beat 20	19.114976825028968
beat 21	20.04197566628042
beat 22	20.968974507531865
beat 23	21.895973348783315
beat 24	22.822972190034765
beat 25	23.74997103128621
beat 26	24.67696987253766
beat 27	25.603968713789108
beat 28	26.530967555040558
beat 29	27.457966396292004
beat 30	28.384965237543454
beat 31	29.3119640787949
beat 32	30.23896292004635
beat 33	31.1659617612978
beat 34	32.09296060254925
beat 35	33.0199594438007
beat 36	33.94695828505215
beat 37	34.873957126303594
beat 38	35.80095596755505
beat 39	36.727954808806494
beat 40	37.65495365005794
beat 41	38.581952491309394
beat 42	39.50895133256084
beat 43	40.43595017381229
beat 44	41.362949015063734
beat 45	42.28994785631519
beat 46	43.216946697566634
beat 47	44.14394553881808
beat 48	45.070944380069534
beat 49	45.99794322132098
beat 50	46.92494206257243
beat 51	47.85194090382387
beat 52	48.77893974507533
beat 53	49.70593858632677
beat 54	50.63293742757822
beat 55	51.55993626882967
beat 56	52.48693511008112
beat 57	53.41393395133257
beat 58	54.34093279258401
beat 59	55.26793163383547
beat 60	56.19493047508691
beat 61	57.12192931633836
beat 62	58.048928157589806
beat 63	58.97592699884126
beat 64	59.902925840092706
beat 65	60.82992468134415
beat 66	61.756923522595606
beat 67	62.68392236384705
beat 68	63.6109212050985
beat 69	64.53792004634994
beat 70	65.4649188876014
beat 71	66.39191772885285
beat 72	67.31891657010429
beat 73	68.24591541135574
beat 74	69.17291425260719
beat 75	70.09991309385865
beat 76	71.02691193511009
beat 77	71.95391077636154
beat 78	72.88090961761299
beat 79	73.80790845886443
beat 80	74.73490730011588
beat 81	75.66190614136733
beat 82	76.58890498261879
beat 83	77.51590382387023
beat 84	78.44290266512168
beat 85	79.36990150637313
beat 86	80.29690034762457
beat 87	81.22389918887602
